Country Name,Indicator Name,Year,Value
Italy,Agricultural raw materials exports (% of merchandise exports),2013,0.71554901
Italy,Gross savings (% of GDP),2013,17.99998206
Italy,Total natural resources rents (% of GDP),2013,0.163563984
Jamaica,Agricultural raw materials imports (% of merchandise imports),2013,0.798602455
Jamaica,Agricultural raw materials exports (% of merchandise exports),2013,0.220586875
Jamaica,Gross savings (% of GDP),2013,11.94131353
Jamaica,Total natural resources rents (% of GDP),2013,1.301885429
Japan,Agricultural raw materials imports (% of merchandise imports),2013,1.709764136
Japan,Agricultural raw materials exports (% of merchandise exports),2013,0.864252611
Japan,Gross savings (% of GDP),2013,25.25252313
Japan,Total natural resources rents (% of GDP),2013,0.023126909
Jordan,Agricultural raw materials imports (% of merchandise imports),2013,1.103933817
Jordan,Agricultural raw materials exports (% of merchandise exports),2013,0.204801818
Jordan,Gross savings (% of GDP),2013,16.43280507
Jordan,Total natural resources rents (% of GDP),2013,1.285512607
Kazakhstan,Agricultural raw materials imports (% of merchandise imports),2013,0.554877662
Kazakhstan,Agricultural raw materials exports (% of merchandise exports),2013,0.246468009
Kazakhstan,Gross savings (% of GDP),2013,28.98782512
Kazakhstan,Total natural resources rents (% of GDP),2013,19.20405043
Kenya,Agricultural raw materials imports (% of merchandise imports),2013,1.34717582
Kenya,Agricultural raw materials exports (% of merchandise exports),2013,11.98097451
Kenya,Gross savings (% of GDP),2013,5.014243292
Kenya,Total natural resources rents (% of GDP),2013,2.944415255
Kiribati,Agricultural raw materials imports (% of merchandise imports),2013,0.962107635
Kiribati,Agricultural raw materials exports (% of merchandise exports),2013,3.068847148
Kiribati,Gross savings (% of GDP),2013,27.92435542
Kiribati,Total natural resources rents (% of GDP),2013,0.055213896
"Korea, Dem. People's Rep.",Agricultural raw materials imports (% of merchandise imports),2013,0
"Korea, Dem. People's Rep.",Agricultural raw materials exports (% of merchandise exports),2013,0
"Korea, Dem. People's Rep.",Gross savings (% of GDP),2013,0
"Korea, Dem. People's Rep.",Total natural resources rents (% of GDP),2013,0
"Korea, Rep.",Agricultural raw materials imports (% of merchandise imports),2013,1.571300869
"Korea, Rep.",Agricultural raw materials exports (% of merchandise exports),2013,1.001142505
"Korea, Rep.",Gross savings (% of GDP),2013,34.84912557
"Korea, Rep.",Total natural resources rents (% of GDP),2013,0.02764891
Kosovo,Agricultural raw materials imports (% of merchandise imports),2013,0
Kosovo,Agricultural raw materials exports (% of merchandise exports),2013,0
Kosovo,Gross savings (% of GDP),2013,26.48013162
Kosovo,Total natural resources rents (% of GDP),2013,0.525053668
Kuwait,Agricultural raw materials imports (% of merchandise imports),2013,0.52655912
Kuwait,Agricultural raw materials exports (% of merchandise exports),2013,0.067302177
Kuwait,Gross savings (% of GDP),2013,55.1079902
Kuwait,Total natural resources rents (% of GDP),2013,52.96181852
Kyrgyz Republic,Agricultural raw materials imports (% of merchandise imports),2013,1.54744456
Kyrgyz Republic,Agricultural raw materials exports (% of merchandise exports),2013,2.001100206
Kyrgyz Republic,Gross savings (% of GDP),2013,9.116896961
Kyrgyz Republic,Total natural resources rents (% of GDP),2013,5.74724014
Lao PDR,Agricultural raw materials imports (% of merchandise imports),2013,0.336694789
Lao PDR,Agricultural raw materials exports (% of merchandise exports),2013,4.887313188
Lao PDR,Gross savings (% of GDP),2013,5.717231071
Lao PDR,Total natural resources rents (% of GDP),2013,12.55923108
Latvia,Agricultural raw materials imports (% of merchandise imports),2013,1.603312991
Latvia,Agricultural raw materials exports (% of merchandise exports),2013,10.15154043
Latvia,Gross savings (% of GDP),2013,21.8308352
Latvia,Total natural resources rents (% of GDP),2013,1.047495292
Lebanon,Agricultural raw materials imports (% of merchandise imports),2013,0.974469138
Lebanon,Agricultural raw materials exports (% of merchandise exports),2013,0.594092946
Lebanon,Gross savings (% of GDP),2013,-2.472921277
Lebanon,Total natural resources rents (% of GDP),2013,0.001544904
Lesotho,Agricultural raw materials imports (% of merchandise imports),2013,3.635572891
Lesotho,Agricultural raw materials exports (% of merchandise exports),2013,2.096520791
Lesotho,Gross savings (% of GDP),2013,25.98348677
Lesotho,Total natural resources rents (% of GDP),2013,4.97825945
Liberia,Agricultural raw materials imports (% of merchandise imports),2013,0
Liberia,Agricultural raw materials exports (% of merchandise exports),2013,0
Liberia,Gross savings (% of GDP),2013,0
Liberia,Total natural resources rents (% of GDP),2013,29.1849306
Libya,Agricultural raw materials imports (% of merchandise imports),2013,0
Libya,Agricultural raw materials exports (% of merchandise exports),2013,0
Libya,Gross savings (% of GDP),2013,0
Libya,Total natural resources rents (% of GDP),2013,53.01907564
Liechtenstein,Agricultural raw materials imports (% of merchandise imports),2013,0
Liechtenstein,Agricultural raw materials exports (% of merchandise exports),2013,0
Liechtenstein,Gross savings (% of GDP),2013,0
Liechtenstein,Total natural resources rents (% of GDP),2013,0.005293184
Lithuania,Agricultural raw materials imports (% of merchandise imports),2013,1.878371887
Lithuania,Agricultural raw materials exports (% of merchandise exports),2013,2.511335554
Lithuania,Gross savings (% of GDP),2013,21.22123505
Lithuania,Total natural resources rents (% of GDP),2013,0.451110823
Luxembourg,Agricultural raw materials imports (% of merchandise imports),2013,2.255107153
Luxembourg,Agricultural raw materials exports (% of merchandise exports),2013,2.418266203
Luxembourg,Gross savings (% of GDP),2013,22.39166927
Luxembourg,Total natural resources rents (% of GDP),2013,0.06915318
"Macao SAR, China",Agricultural raw materials imports (% of merchandise imports),2013,0
"Macao SAR, China",Agricultural raw materials exports (% of merchandise exports),2013,0
"Macao SAR, China",Gross savings (% of GDP),2013,53.40426799
"Macao SAR, China",Total natural resources rents (% of GDP),2013,0.000518062
Madagascar,Agricultural raw materials imports (% of merchandise imports),2013,2.659926782
Madagascar,Agricultural raw materials exports (% of merchandise exports),2013,2.436328545
Madagascar,Gross savings (% of GDP),2013,8.762431907
Madagascar,Total natural resources rents (% of GDP),2013,6.754049568
Malawi,Agricultural raw materials imports (% of merchandise imports),2013,1.509394413
Malawi,Agricultural raw materials exports (% of merchandise exports),2013,4.620056545
Malawi,Gross savings (% of GDP),2013,0
Malawi,Total natural resources rents (% of GDP),2013,9.746823168
Malaysia,Agricultural raw materials imports (% of merchandise imports),2013,2.116949037
Malaysia,Agricultural raw materials exports (% of merchandise exports),2013,2.16598303
Malaysia,Gross savings (% of GDP),2013,29.41984502
Malaysia,Total natural resources rents (% of GDP),2013,8.761622378
Maldives,Agricultural raw materials imports (% of merchandise imports),2013,1.792003524
Maldives,Agricultural raw materials exports (% of merchandise exports),2013,4.20E-06
Maldives,Gross savings (% of GDP),2013,0
Maldives,Total natural resources rents (% of GDP),2013,0.005226976
Mali,Agricultural raw materials imports (% of merchandise imports),2013,0
Mali,Agricultural raw materials exports (% of merchandise exports),2013,0
Mali,Gross savings (% of GDP),2013,16.49291444
Mali,Total natural resources rents (% of GDP),2013,8.262523799
Malta,Agricultural raw materials imports (% of merchandise imports),2013,0.331739327
Malta,Agricultural raw materials exports (% of merchandise exports),2013,0.110045693
Malta,Gross savings (% of GDP),2013,20.68175702
Malta,Total natural resources rents (% of GDP),2013,0
Marshall Islands,Agricultural raw materials imports (% of merchandise imports),2013,0
Marshall Islands,Agricultural raw materials exports (% of merchandise exports),2013,0
Marshall Islands,Gross savings (% of GDP),2013,18.24664556
Marshall Islands,Total natural resources rents (% of GDP),2013,0
Mauritania,Agricultural raw materials imports (% of merchandise imports),2013,0.29049895
Mauritania,Agricultural raw materials exports (% of merchandise exports),2013,0.021328013
Mauritania,Gross savings (% of GDP),2013,35.5290034
Mauritania,Total natural resources rents (% of GDP),2013,15.41026221
Mauritius,Agricultural raw materials imports (% of merchandise imports),2013,2.177020624
Mauritius,Agricultural raw materials exports (% of merchandise exports),2013,0.335406171
Mauritius,Gross savings (% of GDP),2013,18.07097844
Mauritius,Total natural resources rents (% of GDP),2013,0.001845144
Mexico,Agricultural raw materials imports (% of merchandise imports),2013,1.072483078
Mexico,Agricultural raw materials exports (% of merchandise exports),2013,0.350914525
Mexico,Gross savings (% of GDP),2013,20.15287707
Mexico,Total natural resources rents (% of GDP),2013,5.538771886
"Micronesia, Fed. Sts.",Agricultural raw materials imports (% of merchandise imports),2013,1.235357826
"Micronesia, Fed. Sts.",Agricultural raw materials exports (% of merchandise exports),2013,0.265974538
"Micronesia, Fed. Sts.",Gross savings (% of GDP),2013,0
"Micronesia, Fed. Sts.",Total natural resources rents (% of GDP),2013,0.026521777
Moldova,Agricultural raw materials imports (% of merchandise imports),2013,1.409396145
Moldova,Agricultural raw materials exports (% of merchandise exports),2013,0.684839854
Moldova,Gross savings (% of GDP),2013,19.72243037
Moldova,Total natural resources rents (% of GDP),2013,0.284722031
Monaco,Agricultural raw materials imports (% of merchandise imports),2013,0
Monaco,Agricultural raw materials exports (% of merchandise exports),2013,0
Monaco,Gross savings (% of GDP),2013,0
Monaco,Total natural resources rents (% of GDP),2013,0
Mongolia,Agricultural raw materials imports (% of merchandise imports),2013,0.24920338
Mongolia,Agricultural raw materials exports (% of merchandise exports),2013,6.383477069
Mongolia,Gross savings (% of GDP),2013,26.28005202
Mongolia,Total natural resources rents (% of GDP),2013,18.76380227
Montenegro,Agricultural raw materials imports (% of merchandise imports),2013,0.770858737
Montenegro,Agricultural raw materials exports (% of merchandise exports),2013,6.633512545
Montenegro,Gross savings (% of GDP),2013,8.219702117
Montenegro,Total natural resources rents (% of GDP),2013,0.68156989
Morocco,Agricultural raw materials imports (% of merchandise imports),2013,1.77343412
Morocco,Agricultural raw materials exports (% of merchandise exports),2013,0.870475932
Morocco,Gross savings (% of GDP),2013,27.02568361
Morocco,Total natural resources rents (% of GDP),2013,2.654636823
Mozambique,Agricultural raw materials imports (% of merchandise imports),2013,0.927284753
Mozambique,Agricultural raw materials exports (% of merchandise exports),2013,3.735868945
Mozambique,Gross savings (% of GDP),2013,12.35065987
Mozambique,Total natural resources rents (% of GDP),2013,12.73038226
Myanmar,Agricultural raw materials imports (% of merchandise imports),2013,0.297746231
Myanmar,Agricultural raw materials exports (% of merchandise exports),2013,9.145451199
Myanmar,Gross savings (% of GDP),2013,33.50384945
Myanmar,Total natural resources rents (% of GDP),2013,6.184931731
Namibia,Agricultural raw materials imports (% of merchandise imports),2013,0.561408712
Namibia,Agricultural raw materials exports (% of merchandise exports),2013,0.88110694
Namibia,Gross savings (% of GDP),2013,19.19874118
Namibia,Total natural resources rents (% of GDP),2013,1.17571137
Nauru,Agricultural raw materials imports (% of merchandise imports),2013,0
Nauru,Agricultural raw materials exports (% of merchandise exports),2013,0
Nauru,Gross savings (% of GDP),2013,0
Nauru,Total natural resources rents (% of GDP),2013,0
Nepal,Agricultural raw materials imports (% of merchandise imports),2013,1.910010993
Nepal,Agricultural raw materials exports (% of merchandise exports),2013,2.992508682
Nepal,Gross savings (% of GDP),2013,37.08132512
Nepal,Total natural resources rents (% of GDP),2013,0.957902224
Netherlands,Agricultural raw materials imports (% of merchandise imports),2013,1.486555471
Netherlands,Agricultural raw materials exports (% of merchandise exports),2013,2.811430845
Netherlands,Gross savings (% of GDP),2013,28.06618157
Netherlands,Total natural resources rents (% of GDP),2013,1.157928054
New Caledonia,Agricultural raw materials imports (% of merchandise imports),2013,0.721263592
New Caledonia,Agricultural raw materials exports (% of merchandise exports),2013,0.143321862
New Caledonia,Gross savings (% of GDP),2013,0
New Caledonia,Total natural resources rents (% of GDP),2013,0
New Zealand,Agricultural raw materials imports (% of merchandise imports),2013,0.675342588
New Zealand,Agricultural raw materials exports (% of merchandise exports),2013,12.41178255
New Zealand,Gross savings (% of GDP),2013,19.61658562
New Zealand,Total natural resources rents (% of GDP),2013,1.482771153
Nicaragua,Agricultural raw materials imports (% of merchandise imports),2013,0.843812231
Nicaragua,Agricultural raw materials exports (% of merchandise exports),2013,0.656461239
Nicaragua,Gross savings (% of GDP),2013,17.94999123
Nicaragua,Total natural resources rents (% of GDP),2013,3.428929169
Niger,Agricultural raw materials imports (% of merchandise imports),2013,2.563303143
Niger,Agricultural raw materials exports (% of merchandise exports),2013,1.56303345
Niger,Gross savings (% of GDP),2013,24.19263481
Niger,Total natural resources rents (% of GDP),2013,11.82721274
Nigeria,Agricultural raw materials imports (% of merchandise imports),2013,2.806849352
Nigeria,Agricultural raw materials exports (% of merchandise exports),2013,3.205080928
Nigeria,Gross savings (% of GDP),2013,19.28537201
Nigeria,Total natural resources rents (% of GDP),2013,13.01488766
North Macedonia,Agricultural raw materials imports (% of merchandise imports),2013,0.910892716
North Macedonia,Agricultural raw materials exports (% of merchandise exports),2013,0.645264892
North Macedonia,Gross savings (% of GDP),2013,27.37583285
North Macedonia,Total natural resources rents (% of GDP),2013,1.102782976
Northern Mariana Islands,Agricultural raw materials imports (% of merchandise imports),2013,0
Northern Mariana Islands,Agricultural raw materials exports (% of merchandise exports),2013,0
Northern Mariana Islands,Gross savings (% of GDP),2013,0
Northern Mariana Islands,Total natural resources rents (% of GDP),2013,0
Norway,Agricultural raw materials imports (% of merchandise imports),2013,1.247898085
Norway,Agricultural raw materials exports (% of merchandise exports),2013,0.597704798
Norway,Gross savings (% of GDP),2013,38.24986445
Norway,Total natural resources rents (% of GDP),2013,8.833684413
Oman,Agricultural raw materials imports (% of merchandise imports),2013,0.403019751
Oman,Agricultural raw materials exports (% of merchandise exports),2013,0.011432086
Oman,Gross savings (% of GDP),2013,38.15326312
Oman,Total natural resources rents (% of GDP),2013,44.98296711
Pakistan,Agricultural raw materials imports (% of merchandise imports),2013,4.261712151
Pakistan,Agricultural raw materials exports (% of merchandise exports),2013,2.302599065
Pakistan,Gross savings (% of GDP),2013,14.66627252
Pakistan,Total natural resources rents (% of GDP),2013,2.090435386
Palau,Agricultural raw materials imports (% of merchandise imports),2013,0.949651754
Palau,Agricultural raw materials exports (% of merchandise exports),2013,0
Palau,Gross savings (% of GDP),2013,0
Palau,Total natural resources rents (% of GDP),2013,0
Panama,Agricultural raw materials imports (% of merchandise imports),2013,0.033174875
Panama,Agricultural raw materials exports (% of merchandise exports),2013,0.016195734
Panama,Gross savings (% of GDP),2013,30.4442891
Panama,Total natural resources rents (% of GDP),2013,0.194417781
Papua New Guinea,Agricultural raw materials imports (% of merchandise imports),2013,0
Papua New Guinea,Agricultural raw materials exports (% of merchandise exports),2013,0
Papua New Guinea,Gross savings (% of GDP),2013,0
Papua New Guinea,Total natural resources rents (% of GDP),2013,7.42640286
Paraguay,Agricultural raw materials imports (% of merchandise imports),2013,0.636437947
Paraguay,Agricultural raw materials exports (% of merchandise exports),2013,1.689329234
Paraguay,Gross savings (% of GDP),2013,23.94859236
Paraguay,Total natural resources rents (% of GDP),2013,1.443227589
Peru,Agricultural raw materials imports (% of merchandise imports),2013,1.250264451
Peru,Agricultural raw materials exports (% of merchandise exports),2013,1.026949113
Peru,Gross savings (% of GDP),2013,21.91445645
Peru,Total natural resources rents (% of GDP),2013,7.553187402
Philippines,Agricultural raw materials imports (% of merchandise imports),2013,0.66077777
Philippines,Agricultural raw materials exports (% of merchandise exports),2013,0.987227611
Philippines,Gross savings (% of GDP),2013,36.35440434
Philippines,Total natural resources rents (% of GDP),2013,1.22809854
Poland,Agricultural raw materials imports (% of merchandise imports),2013,1.811341571
Poland,Agricultural raw materials exports (% of merchandise exports),2013,1.364624644
Poland,Gross savings (% of GDP),2013,17.21244341
Poland,Total natural resources rents (% of GDP),2013,0.99165149
Portugal,Agricultural raw materials imports (% of merchandise imports),2013,1.92400873
Portugal,Agricultural raw materials exports (% of merchandise exports),2013,2.533474139
Portugal,Gross savings (% of GDP),2013,15.61879657
Portugal,Total natural resources rents (% of GDP),2013,0.137344979
Puerto Rico,Agricultural raw materials imports (% of merchandise imports),2013,0
Puerto Rico,Agricultural raw materials exports (% of merchandise exports),2013,0
Puerto Rico,Gross savings (% of GDP),2013,0
Puerto Rico,Total natural resources rents (% of GDP),2013,0
Qatar,Agricultural raw materials imports (% of merchandise imports),2013,0.474738038
Qatar,Agricultural raw materials exports (% of merchandise exports),2013,3.08E-05
Qatar,Gross savings (% of GDP),2013,58.25195068
Qatar,Total natural resources rents (% of GDP),2013,34.90928323
Romania,Agricultural raw materials imports (% of merchandise imports),2013,1.684095538
Romania,Agricultural raw materials exports (% of merchandise exports),2013,2.253360132
Romania,Gross savings (% of GDP),2013,24.53222131
Romania,Total natural resources rents (% of GDP),2013,1.866343326
Russian Federation,Agricultural raw materials imports (% of merchandise imports),2013,0.941807176
Russian Federation,Agricultural raw materials exports (% of merchandise exports),2013,1.80729832
Russian Federation,Gross savings (% of GDP),2013,24.2820964
Russian Federation,Total natural resources rents (% of GDP),2013,13.67075062
Rwanda,Agricultural raw materials imports (% of merchandise imports),2013,1.634979945
Rwanda,Agricultural raw materials exports (% of merchandise exports),2013,5.544161204
Rwanda,Gross savings (% of GDP),2013,16.52039718
Rwanda,Total natural resources rents (% of GDP),2013,6.343443974
Samoa,Agricultural raw materials imports (% of merchandise imports),2013,2.740864773
Samoa,Agricultural raw materials exports (% of merchandise exports),2013,0.390857892
Samoa,Gross savings (% of GDP),2013,0
Samoa,Total natural resources rents (% of GDP),2013,0.36497819
San Marino,Agricultural raw materials imports (% of merchandise imports),2013,0
San Marino,Agricultural raw materials exports (% of merchandise exports),2013,0
San Marino,Gross savings (% of GDP),2013,0
San Marino,Total natural resources rents (% of GDP),2013,0
Sao Tome and Principe,Agricultural raw materials imports (% of merchandise imports),2013,0.866504872
Sao Tome and Principe,Agricultural raw materials exports (% of merchandise exports),2013,1.895562258
Sao Tome and Principe,Gross savings (% of GDP),2013,0
Sao Tome and Principe,Total natural resources rents (% of GDP),2013,3.252365755
Saudi Arabia,Agricultural raw materials imports (% of merchandise imports),2013,0.714873889
Saudi Arabia,Agricultural raw materials exports (% of merchandise exports),2013,0.017543868
Saudi Arabia,Gross savings (% of GDP),2013,44.6088549
Saudi Arabia,Total natural resources rents (% of GDP),2013,45.75482474
Senegal,Agricultural raw materials imports (% of merchandise imports),2013,1.485305111
Senegal,Agricultural raw materials exports (% of merchandise exports),2013,2.390243801
Senegal,Gross savings (% of GDP),2013,16.28849893
Senegal,Total natural resources rents (% of GDP),2013,3.338852254
Serbia,Agricultural raw materials imports (% of merchandise imports),2013,0
Serbia,Agricultural raw materials exports (% of merchandise exports),2013,0
Serbia,Gross savings (% of GDP),2013,13.94965762
Serbia,Total natural resources rents (% of GDP),2013,2.008431373
Seychelles,Agricultural raw materials imports (% of merchandise imports),2013,0.815433887
Seychelles,Agricultural raw materials exports (% of merchandise exports),2013,2.84E-05
Seychelles,Gross savings (% of GDP),2013,23.4993701
Seychelles,Total natural resources rents (% of GDP),2013,0.129367901
Sierra Leone,Agricultural raw materials imports (% of merchandise imports),2013,0
Sierra Leone,Agricultural raw materials exports (% of merchandise exports),2013,0
Sierra Leone,Gross savings (% of GDP),2013,-12.88073351
Sierra Leone,Total natural resources rents (% of GDP),2013,7.185399998
Singapore,Agricultural raw materials imports (% of merchandise imports),2013,0.352476758
Singapore,Agricultural raw materials exports (% of merchandise exports),2013,0.294831376
Singapore,Gross savings (% of GDP),2013,45.51569711
Singapore,Total natural resources rents (% of GDP),2013,0.00033563
Sint Maarten (Dutch part),Agricultural raw materials imports (% of merchandise imports),2013,0
Sint Maarten (Dutch part),Agricultural raw materials exports (% of merchandise exports),2013,0
Sint Maarten (Dutch part),Gross savings (% of GDP),2013,15.88853086
Sint Maarten (Dutch part),Total natural resources rents (% of GDP),2013,0
Slovak Republic,Agricultural raw materials imports (% of merchandise imports),2013,1.40501721
Slovak Republic,Agricultural raw materials exports (% of merchandise exports),2013,0.993383834
Slovak Republic,Gross savings (% of GDP),2013,23.48683539
Slovak Republic,Total natural resources rents (% of GDP),2013,0.292824922
Slovenia,Agricultural raw materials imports (% of merchandise imports),2013,3.070648781
Slovenia,Agricultural raw materials exports (% of merchandise exports),2013,2.137473096
Slovenia,Gross savings (% of GDP),2013,21.91622722
Slovenia,Total natural resources rents (% of GDP),2013,0.208987384
Solomon Islands,Agricultural raw materials imports (% of merchandise imports),2013,0.64040055
Solomon Islands,Agricultural raw materials exports (% of merchandise exports),2013,52.1521723
Solomon Islands,Gross savings (% of GDP),2013,12.57886419
Solomon Islands,Total natural resources rents (% of GDP),2013,17.10793072
Somalia,Agricultural raw materials imports (% of merchandise imports),2013,0
Somalia,Agricultural raw materials exports (% of merchandise exports),2013,0
Somalia,Gross savings (% of GDP),2013,0
Somalia,Total natural resources rents (% of GDP),2013,0
South Africa,Agricultural raw materials imports (% of merchandise imports),2013,0.871436593
South Africa,Agricultural raw materials exports (% of merchandise exports),2013,1.948755207
South Africa,Gross savings (% of GDP),2013,13.83784368
South Africa,Total natural resources rents (% of GDP),2013,5.454298726
South Sudan,Agricultural raw materials imports (% of merchandise imports),2013,0
South Sudan,Agricultural raw materials exports (% of merchandise exports),2013,0
South Sudan,Gross savings (% of GDP),2013,0
South Sudan,Total natural resources rents (% of GDP),2013,18.10801936
Spain,Agricultural raw materials imports (% of merchandise imports),2013,1.319241997
Spain,Agricultural raw materials exports (% of merchandise exports),2013,1.255599967
Spain,Gross savings (% of GDP),2013,19.25981566
Spain,Total natural resources rents (% of GDP),2013,0.063364121
Sri Lanka,Agricultural raw materials imports (% of merchandise imports),2013,1.263452737
Sri Lanka,Agricultural raw materials exports (% of merchandise exports),2013,2.622709021
Sri Lanka,Gross savings (% of GDP),2013,29.86377452
Sri Lanka,Total natural resources rents (% of GDP),2013,0.113822997
St. Kitts and Nevis,Agricultural raw materials imports (% of merchandise imports),2013,2.154746038
St. Kitts and Nevis,Agricultural raw materials exports (% of merchandise exports),2013,0.039413493
St. Kitts and Nevis,Gross savings (% of GDP),2013,0
St. Kitts and Nevis,Total natural resources rents (% of GDP),2013,0
St. Lucia,Agricultural raw materials imports (% of merchandise imports),2013,1.105518903
St. Lucia,Agricultural raw materials exports (% of merchandise exports),2013,0.43323965
St. Lucia,Gross savings (% of GDP),2013,0
St. Lucia,Total natural resources rents (% of GDP),2013,0.019327595
St. Martin (French part),Agricultural raw materials imports (% of merchandise imports),2013,0
St. Martin (French part),Agricultural raw materials exports (% of merchandise exports),2013,0
St. Martin (French part),Gross savings (% of GDP),2013,0
St. Martin (French part),Total natural resources rents (% of GDP),2013,0
St. Vincent and the Grenadines,Agricultural raw materials imports (% of merchandise imports),2013,1.507432262
St. Vincent and the Grenadines,Agricultural raw materials exports (% of merchandise exports),2013,0.072047009
St. Vincent and the Grenadines,Gross savings (% of GDP),2013,0
St. Vincent and the Grenadines,Total natural resources rents (% of GDP),2013,0.032995011
Sudan,Agricultural raw materials imports (% of merchandise imports),2013,0
Sudan,Agricultural raw materials exports (% of merchandise exports),2013,0
Sudan,Gross savings (% of GDP),2013,21.30283397
Sudan,Total natural resources rents (% of GDP),2013,8.845480878
Suriname,Agricultural raw materials imports (% of merchandise imports),2013,0.05548998
Suriname,Agricultural raw materials exports (% of merchandise exports),2013,0.97411837
Suriname,Gross savings (% of GDP),2013,0
Suriname,Total natural resources rents (% of GDP),2013,20.86696949
Sweden,Agricultural raw materials imports (% of merchandise imports),2013,1.399121421
Sweden,Agricultural raw materials exports (% of merchandise exports),2013,3.844479873
Sweden,Gross savings (% of GDP),2013,27.33683545
Sweden,Total natural resources rents (% of GDP),2013,0.375369039
Switzerland,Agricultural raw materials imports (% of merchandise imports),2013,0.55277192
Switzerland,Agricultural raw materials exports (% of merchandise exports),2013,0.161561933
Switzerland,Gross savings (% of GDP),2013,36.51131359
Switzerland,Total natural resources rents (% of GDP),2013,0.012331603
Syrian Arab Republic,Agricultural raw materials imports (% of merchandise imports),2013,0
Syrian Arab Republic,Agricultural raw materials exports (% of merchandise exports),2013,0
Syrian Arab Republic,Gross savings (% of GDP),2013,0
Syrian Arab Republic,Total natural resources rents (% of GDP),2013,0
Tajikistan,Agricultural raw materials imports (% of merchandise imports),2013,0
Tajikistan,Agricultural raw materials exports (% of merchandise exports),2013,0
Tajikistan,Gross savings (% of GDP),2013,11.84948265
Tajikistan,Total natural resources rents (% of GDP),2013,1.150452272
Tanzania,Agricultural raw materials imports (% of merchandise imports),2013,0.692449946
Tanzania,Agricultural raw materials exports (% of merchandise exports),2013,4.628456884
Tanzania,Gross savings (% of GDP),2013,27.01681244
Tanzania,Total natural resources rents (% of GDP),2013,5.819566354
Thailand,Agricultural raw materials imports (% of merchandise imports),2013,1.523071631
Thailand,Agricultural raw materials exports (% of merchandise exports),2013,4.809587976
Thailand,Gross savings (% of GDP),2013,27.22076986
Thailand,Total natural resources rents (% of GDP),2013,2.733495118
Timor-Leste,Agricultural raw materials imports (% of merchandise imports),2013,6.261782295
Timor-Leste,Agricultural raw materials exports (% of merchandise exports),2013,32.63263794
Timor-Leste,Gross savings (% of GDP),2013,183.6995412
Timor-Leste,Total natural resources rents (% of GDP),2013,0
Togo,Agricultural raw materials imports (% of merchandise imports),2013,0.842023347
Togo,Agricultural raw materials exports (% of merchandise exports),2013,7.791131213
Togo,Gross savings (% of GDP),2013,16.43075115
Togo,Total natural resources rents (% of GDP),2013,15.49684255
Tonga,Agricultural raw materials imports (% of merchandise imports),2013,1.377602683
Tonga,Agricultural raw materials exports (% of merchandise exports),2013,7.477200899
Tonga,Gross savings (% of GDP),2013,15.4856812
Tonga,Total natural resources rents (% of GDP),2013,0.039857025
Trinidad and Tobago,Agricultural raw materials imports (% of merchandise imports),2013,0.37176859
Trinidad and Tobago,Agricultural raw materials exports (% of merchandise exports),2013,0.008300074
Trinidad and Tobago,Gross savings (% of GDP),2013,0
Trinidad and Tobago,Total natural resources rents (% of GDP),2013,14.98405443
Tunisia,Agricultural raw materials imports (% of merchandise imports),2013,1.777548967
Tunisia,Agricultural raw materials exports (% of merchandise exports),2013,0.453596597
Tunisia,Gross savings (% of GDP),2013,14.88758605
Tunisia,Total natural resources rents (% of GDP),2013,5.962452954
Turkey,Agricultural raw materials imports (% of merchandise imports),2013,2.396661398
Turkey,Agricultural raw materials exports (% of merchandise exports),2013,0.487007347
Turkey,Gross savings (% of GDP),2013,23.9117391
Turkey,Total natural resources rents (% of GDP),2013,0.415611311
Turkmenistan,Agricultural raw materials imports (% of merchandise imports),2013,0
Turkmenistan,Agricultural raw materials exports (% of merchandise exports),2013,0
Turkmenistan,Gross savings (% of GDP),2013,0
Turkmenistan,Total natural resources rents (% of GDP),2013,33.12342109
Turks and Caicos Islands,Agricultural raw materials imports (% of merchandise imports),2013,0
Turks and Caicos Islands,Agricultural raw materials exports (% of merchandise exports),2013,0
Turks and Caicos Islands,Gross savings (% of GDP),2013,0
Turks and Caicos Islands,Total natural resources rents (% of GDP),2013,0.004687362
Tuvalu,Agricultural raw materials imports (% of merchandise imports),2013,0
Tuvalu,Agricultural raw materials exports (% of merchandise exports),2013,0
Tuvalu,Gross savings (% of GDP),2013,0
Tuvalu,Total natural resources rents (% of GDP),2013,0
Uganda,Agricultural raw materials imports (% of merchandise imports),2013,1.360115705
Uganda,Agricultural raw materials exports (% of merchandise exports),2013,5.905601857
Uganda,Gross savings (% of GDP),2013,22.47099011
Uganda,Total natural resources rents (% of GDP),2013,10.54909263
Ukraine,Agricultural raw materials imports (% of merchandise imports),2013,0.9889106
Ukraine,Agricultural raw materials exports (% of merchandise exports),2013,1.265093426
Ukraine,Gross savings (% of GDP),2013,7.886474564
Ukraine,Total natural resources rents (% of GDP),2013,4.361455431
United Arab Emirates,Agricultural raw materials imports (% of merchandise imports),2013,0.25111093
United Arab Emirates,Agricultural raw materials exports (% of merchandise exports),2013,0.058132026
United Arab Emirates,Gross savings (% of GDP),2013,0
United Arab Emirates,Total natural resources rents (% of GDP),2013,27.12999506
United Kingdom,Agricultural raw materials imports (% of merchandise imports),2013,1.151674498
United Kingdom,Agricultural raw materials exports (% of merchandise exports),2013,0.605240666
United Kingdom,Gross savings (% of GDP),2013,11.67608514
