,Country Name,Country Code,year,arableLand,landUnderCerealProduction
9074,Latin America & the Caribbean (IDA & IBRD countries),TLA,2005,0.245939584,48656725.0
9075,Timor-Leste,TLS,2005,0.170831952,98000.0
9076,Middle East & North Africa (IDA & IBRD countries),TMN,2005,0.168191086,30285119.0
9077,South Asia (IDA & IBRD),TSA,2005,0.137524056,130931400.0
9078,Sub-Saharan Africa (IDA & IBRD countries),TSS,2005,0.241756578,81845920.0
9079,Trinidad and Tobago,TTO,2005,0.019282729,3300.0
9080,Tunisia,TUN,2005,0.270115758,1479967.0
9081,Turkey,TUR,2005,0.350939402,13841315.0
9082,Tanzania,TZA,2005,0.252273563,4896810.0
9083,Uganda,UGA,2005,0.214921008,1605000.0
9084,Ukraine,UKR,2005,0.688926487,14204100.0
9085,Upper middle income,UMC,2005,0.2137782,229955102.0
9086,Uruguay,URY,2005,0.419050039,542700.0
9087,United States,USA,2005,0.56264386,56805877.0
9088,Uzbekistan,UZB,2005,0.166889594,1615890.0
9089,St. Vincent and the Grenadines,VCT,2005,0.018413324,43.0
9090,"Venezuela, RB",VEN,2005,0.100444738,1068624.0
9091,Vietnam,VNM,2005,0.075841562,8383400.0
9092,Vanuatu,VUT,2005,0.095564836,1445.0
9093,World,WLD,2005,0.207959621,679661225.0
9094,"Yemen, Rep.",YEM,2005,0.064006235,788486.0
9095,South Africa,ZAF,2005,0.275163665,4283072.0
9096,Zambia,ZMB,2005,0.230005388,562034.0
9097,Zimbabwe,ZWE,2005,0.322935982,2463411.0
9098,Africa Eastern and Southern,AFE,2006,0.189860669,34872429.0
9099,Afghanistan,AFG,2006,0.294858052,2989000.0
9100,Africa Western and Central,AFW,2006,0.300488041,46889460.0
9101,Angola,AGO,2006,0.163772484,1622092.0
9102,Albania,ALB,2006,0.195151488,140870.0
9103,Arab World,ARB,2006,0.134372653,21364468.0
9104,United Arab Emirates,ARE,2006,0.00954686,106.0
9105,Argentina,ARG,2006,0.887098753,8677568.0
9106,Armenia,ARM,2006,0.153094631,157557.0
9107,Antigua and Barbuda,ATG,2006,0.048358822,40.0
9108,Australia,AUS,2006,1.170553534,19181586.0
9109,Austria,AUT,2006,0.166556995,780782.0
9110,Azerbaijan,AZE,2006,0.217017992,773895.0
9111,Burundi,BDI,2006,0.118298862,232500.0
9112,Belgium,BEL,2006,0.079825877,320570.0
9113,Benin,BEN,2006,0.304251254,920580.0
9114,Burkina Faso,BFA,2006,0.339861248,3057328.0
9115,Bangladesh,BGD,2006,0.055917794,11178034.0
9116,Bulgaria,BGR,2006,0.412049853,1548461.0
9117,"Bahamas, The",BHS,2006,0.021145992,100.0
9118,Bosnia and Herzegovina,BIH,2006,0.272744994,312527.0
9119,Belarus,BLR,2006,0.576787489,2234936.0
9120,Belize,BLZ,2006,0.240270751,19979.0
9121,Bolivia,BOL,2006,0.415626757,888530.0
9122,Brazil,BRA,2006,0.25994945,18423582.0
9123,Barbados,BRB,2006,0.046851068,100.0
9124,Brunei Darussalam,BRN,2006,0.005401581,1095.0
9125,Bhutan,BTN,2006,0.230147672,83943.0
9126,Botswana,BWA,2006,0.109482431,117650.0
9127,Central African Republic,CAF,2006,0.468665578,229368.0
9128,Canada,CAN,2006,1.206066444,15946100.0
9129,Central Europe and the Baltics,CEB,2006,0.362267195,22532169.0
9130,Switzerland,CHE,2006,0.054383163,164346.0
9131,Chile,CHL,2006,0.082546053,594456.0
9132,China,CHN,2006,0.092757598,85184739.0
9133,Cote d'Ivoire,CIV,2006,0.149294206,788783.0
9134,Cameroon,CMR,2006,0.327211682,1232779.0
9135,"Congo, Dem. Rep.",COD,2006,0.118420491,1975199.0
9136,"Congo, Rep.",COG,2006,0.130836126,27900.0
9137,Colombia,COL,2006,0.044087043,1100420.0
9138,Comoros,COM,2006,0.103763088,19000.0
9139,Cabo Verde,CPV,2006,0.102308114,29263.0
9140,Costa Rica,CRI,2006,0.048326733,55138.0
9141,Caribbean small states,CSS,2006,0.107729354,174706.0
9142,Cuba,CUB,2006,0.322699781,267397.0
9143,Cyprus,CYP,2006,0.109994376,54795.0
9144,Czech Republic,CZE,2006,0.312728754,1539462.0
9145,Germany,DEU,2006,0.144046021,6702200.0
9146,Djibouti,DJI,2006,0.001636138,6.0
9147,Dominica,DMA,2006,0.070703357,142.0
9148,Denmark,DNK,2006,0.431650283,1493900.0
9149,Dominican Republic,DOM,2006,0.088949818,174845.0
9150,Algeria,DZA,2006,0.222050428,2672232.0
9151,East Asia & Pacific (excluding high income),EAP,2006,0.099547422,141471223.0
9152,Early-demographic dividend,EAR,2006,0.156730404,240165093.0
9153,East Asia & Pacific,EAS,2006,0.10312617,164096672.0
9154,Europe & Central Asia (excluding high income),ECA,2006,0.616764164,98506544.0
9155,Europe & Central Asia,ECS,2006,0.390664179,150507344.0
9156,Ecuador,ECU,2006,0.087699464,805174.0
9157,"Egypt, Arab Rep.",EGY,2006,0.033886765,3002359.0
9158,Euro area,EMU,2006,0.20008033,32883058.0
9159,Eritrea,ERI,2006,0.229592877,472402.0
9160,Spain,ESP,2006,0.286503786,6303597.0
9161,Estonia,EST,2006,0.415129083,280235.0
9162,Ethiopia,ETH,2006,0.170673152,8105902.0
9163,European Union,EUU,2006,0.238747384,55286036.0
9164,Fragile and conflict affected situations,FCS,2006,0.228835507,77161328.0
9165,Finland,FIN,2006,0.429241353,1150600.0
9166,Fiji,FJI,2006,0.205346498,6000.0
9167,France,FRA,2006,0.288252175,9090572.0
9168,"Micronesia, Fed. Sts.",FSM,2006,0.023725018,138.0
9169,Gabon,GAB,2006,0.227249843,20994.0
9170,United Kingdom,GBR,2006,0.100153139,2863222.0
9171,Georgia,GEO,2006,0.119061517,202130.0
9172,Ghana,GHA,2006,0.187675468,1438036.0
9173,Guinea,GIN,2006,0.295463158,1627913.0
9174,"Gambia, The",GMB,2006,0.184109526,209731.0
9175,Guinea-Bissau,GNB,2006,0.203254688,159459.0
9176,Greece,GRC,2006,0.234475056,1195590.0
9177,Grenada,GRD,2006,0.019058873,300.0
9178,Guatemala,GTM,2006,0.113975811,619592.0
9179,Guam,GUM,2006,0.012606446,16.0
9180,Guyana,GUY,2006,0.562749972,105100.0
9181,High income,HIC,2006,0.304730591,145304877.0
9182,"Hong Kong SAR, China",HKG,2006,0.000583337,0.0
9183,Honduras,HND,2006,0.137537258,390934.0
9184,Heavily indebted poor countries (HIPC),HPC,2006,0.240814511,57462057.0
9185,Croatia,HRV,2006,0.2043534,560116.0
9186,Haiti,HTI,2006,0.096310412,431000.0
9187,Hungary,HUN,2006,0.456442371,2838236.0
9188,IBRD only,IBD,2006,0.181641825,408812112.0
9189,IDA & IBRD total,IBT,2006,0.18532432,536651110.0
9190,IDA total,IDA,2006,0.198349848,127838998.0
9191,IDA blend,IDB,2006,0.21234522,40160561.0
9192,Indonesia,IDN,2006,0.093756161,15132235.0
9193,IDA only,IDX,2006,0.190996427,87678437.0
9194,India,IND,2006,0.136133733,99236800.0
9195,Ireland,IRL,2006,0.269796525,280012.0
9196,"Iran, Islamic Rep.",IRN,2006,0.236709769,9394627.0
9197,Iraq,IRQ,2006,0.174875339,2848000.0
9198,Israel,ISR,2006,0.042956179,102192.0
9199,Italy,ITA,2006,0.126857503,3801047.0
9200,Jamaica,JAM,2006,0.046470865,1542.0
9201,Jordan,JOR,2006,0.031711343,64051.0
9202,Japan,JPN,2006,0.033968433,2006323.0
9203,Kazakhstan,KAZ,2006,1.86933898,14068409.0
9204,Kenya,KEN,2006,0.141039457,2390855.0
9205,Kyrgyz Republic,KGZ,2006,0.245994941,589663.0
9206,Cambodia,KHM,2006,0.274527451,2621712.0
9207,"Korea, Rep.",KOR,2006,0.03342397,1038286.0
9208,Kuwait,KWT,2006,0.004634192,1672.0
9209,Latin America & Caribbean (excluding high income),LAC,2006,0.261551662,45167466.0
9210,Lao PDR,LAO,2006,0.205265926,856720.0
9211,Lebanon,LBN,2006,0.028572869,70545.0
9212,Liberia,LBR,2006,0.120148588,130000.0
9213,Libya,LBY,2006,0.297271523,342860.0
9214,Latin America & Caribbean,LCN,2006,0.246851417,47503910.0
9215,Least developed countries: UN classification,LDC,2006,0.189626302,82072309.0
9216,Low income,LIC,2006,0.226746017,49493468.0
9217,Sri Lanka,LKA,2006,0.053310379,948663.0
9218,Lower middle income,LMC,2006,0.154319197,248810956.0
9219,Low & middle income,LMY,2006,0.184766526,526993027.0
9220,Lesotho,LSO,2006,0.152266433,227263.0
9221,Late-demographic dividend,LTE,2006,0.188015742,210521409.0
9222,Lithuania,LTU,2006,0.574572565,962900.0
9223,Luxembourg,LUX,2006,0.126947319,28849.0
9224,Latvia,LVA,2006,0.543194806,511800.0
9225,Morocco,MAR,2006,0.261778329,5590632.0
9226,Moldova,MDA,2006,0.6319236,871450.0
9227,Madagascar,MDG,2006,0.158896075,1522018.0
9228,Maldives,MDV,2006,0.009160613,70.0
9229,Middle East & North Africa,MEA,2006,0.153770734,30065130.0
9230,Mexico,MEX,2006,0.217208687,10007761.0
9231,Middle income,MIC,2006,0.181228615,477499559.0
9232,North Macedonia,MKD,2006,0.21517203,185654.0
9233,Mali,MLI,2006,0.429965725,3283557.0
9234,Malta,MLT,2006,0.019738076,3100.0
9235,Myanmar,MMR,2006,0.209650711,9003610.0
9236,Middle East & North Africa (excluding high income),MNA,2006,0.163227219,29346861.0
9237,Montenegro,MNE,2006,0.282915329,4830.0
9238,Mongolia,MNG,2006,0.459307174,126201.0
9239,Mozambique,MOZ,2006,0.232446627,2492300.0
9240,Mauritania,MRT,2006,0.128538504,253038.0
9241,Mauritius,MUS,2006,0.067261158,58.0
9242,Malawi,MWI,2006,0.254360882,1928661.0
9243,Malaysia,MYS,2006,0.033974565,670000.0
9244,North America,NAC,2006,0.614196716,68807962.0
9245,Namibia,NAM,2006,0.412414435,299780.0
9246,New Caledonia,NCL,2006,0.028844115,1010.0
9247,Niger,NER,2006,0.999507281,8960497.0
9248,Nigeria,NGA,2006,0.258176214,19147000.0
9249,Nicaragua,NIC,2006,0.337338044,470290.0
9250,Netherlands,NLD,2006,0.0654468,213220.0
9251,Norway,NOR,2006,0.184093427,318591.0
9252,Nepal,NPL,2006,0.0867007,3370934.0
9253,New Zealand,NZL,2006,0.095349615,112204.0
9254,OECD members,OED,2006,0.304950769,167404151.0
9255,Oman,OMN,2006,0.010074579,6424.0
9256,Other small states,OSS,2006,0.172661033,1678300.0
9257,Pakistan,PAK,2006,0.184852546,12931600.0
9258,Panama,PAN,2006,0.159213462,161128.0
9259,Peru,PER,2006,0.141626653,1154279.0
9260,Philippines,PHL,2006,0.058653746,6730683.0
9261,Papua New Guinea,PNG,2006,0.037611569,3296.0
9262,Poland,POL,2006,0.3242682,8381129.0
9263,Pre-demographic dividend,PRE,2006,0.2452883,71429496.0
9264,Puerto Rico,PRI,2006,0.011510522,270.0
9265,"Korea, Dem. People's Rep.",PRK,2006,0.097693332,1319380.0
9266,Portugal,PRT,2006,0.118010456,373193.0
9267,Paraguay,PRY,2006,0.600350537,1034122.0
9268,West Bank and Gaza,PSE,2006,0.02759565,32359.0
9269,Pacific island small states,PSS,2006,0.114947666,8508.0
9270,Post-demographic dividend,PST,2006,0.344763621,151079782.0
9271,Qatar,QAT,2006,0.0127114,1900.0
9272,Romania,ROU,2006,0.421775089,5079834.0
9273,Russian Federation,RUS,2006,0.849872831,40540700.0
9274,Rwanda,RWA,2006,0.121962655,325616.0
9275,South Asia,SAS,2006,0.134826937,130739044.0
9276,Saudi Arabia,SAU,2006,0.140826023,602875.0
9277,Senegal,SEN,2006,0.249159395,1124322.0
9278,Solomon Islands,SLB,2006,0.033258087,970.0
9279,Sierra Leone,SLE,2006,0.289897139,860000.0
9280,El Salvador,SLV,2006,0.099351991,334321.0
9281,Somalia,SOM,2006,0.105909529,527219.0
9282,Serbia,SRB,2006,0.35022274,1889198.0
9283,Sub-Saharan Africa (excluding high income),SSA,2006,0.236826257,81761889.0
9284,Sub-Saharan Africa,SSF,2006,0.236800533,81761889.0
9285,Small states,SST,2006,0.155326522,1861514.0
9286,Sao Tome and Principe,STP,2006,0.043296469,1100.0
9287,Suriname,SUR,2006,0.096973631,44252.0
9288,Slovak Republic,SVK,2006,0.256464945,732875.0
9289,Slovenia,SVN,2006,0.08869542,97121.0
9290,Sweden,SWE,2006,0.29238462,961840.0
9291,Eswatini,SWZ,2006,0.171798918,48028.0
9292,Syrian Arab Republic,SYR,2006,0.245025291,3147586.0
9293,Chad,TCD,2006,0.372951564,2605749.0
9294,East Asia & Pacific (IDA & IBRD countries),TEA,2006,0.099571571,140151843.0
9295,Europe & Central Asia (IDA & IBRD countries),TEC,2006,0.586908482,107447789.0
9296,Togo,TGO,2006,0.36440107,783163.0
9297,Thailand,THA,2006,0.230959024,11338742.0
9298,Tajikistan,TJK,2006,0.106463043,413620.0
9299,Turkmenistan,TKM,2006,0.424106373,1061000.0
9300,Latin America & the Caribbean (IDA & IBRD countries),TLA,2006,0.247296891,47236043.0
9301,Timor-Leste,TLS,2006,0.167250897,116000.0
9302,Middle East & North Africa (IDA & IBRD countries),TMN,2006,0.164733583,29314502.0
9303,South Asia (IDA & IBRD),TSA,2006,0.134826937,130739044.0
9304,Sub-Saharan Africa (IDA & IBRD countries),TSS,2006,0.236800533,81761889.0
9305,Trinidad and Tobago,TTO,2006,0.019193092,3081.0
9306,Tunisia,TUN,2006,0.270850196,1311684.0
9307,Turkey,TUR,2006,0.334235988,13011934.0
9308,Tanzania,TZA,2006,0.245267438,4330825.0
9309,Uganda,UGA,2006,0.213499653,1679000.0
9310,Ukraine,UKR,2006,0.693471583,13806906.0
9311,Upper middle income,UMC,2006,0.213104073,228688603.0
9312,Uruguay,URY,2006,0.419798743,554350.0
9313,United States,USA,2006,0.549719647,52861862.0
9314,Uzbekistan,UZB,2006,0.163393203,1612970.0
9315,St. Vincent and the Grenadines,VCT,2006,0.018415867,70.0
9316,"Venezuela, RB",VEN,2006,0.098881982,1184047.0
9317,Vietnam,VNM,2006,0.075019903,8359397.0
9318,Vanuatu,VUT,2006,0.09329272,1400.0
9319,World,WLD,2006,0.204908234,673481951.0
9320,"Yemen, Rep.",YEM,2006,0.066416443,869920.0
9321,South Africa,ZAF,2006,0.259850264,3009317.0
9322,Zambia,ZMB,2006,0.24750446,883258.0
9323,Zimbabwe,ZWE,2006,0.337295985,2662386.0
9324,Africa Eastern and Southern,AFE,2007,0.186771505,34129684.0
9325,Afghanistan,AFG,2007,0.287595724,3021000.0
9326,Africa Western and Central,AFW,2007,0.296663657,47293563.0
9327,Angola,AGO,2007,0.162637716,1682171.0
9328,Albania,ALB,2007,0.194611681,132390.0
9329,Arab World,ARB,2007,0.130917607,20632614.0
9330,United Arab Emirates,ARE,2007,0.007229877,87.0
9331,Argentina,ARG,2007,0.918070805,9908567.0
9332,Armenia,ARM,2007,0.154162752,172630.0
9333,Antigua and Barbuda,ATG,2007,0.047602613,40.0
9334,Australia,AUS,2007,1.110305556,18110965.0
9335,Austria,AUT,2007,0.165873324,815523.0
9336,Azerbaijan,AZE,2007,0.216051181,728677.0
9337,Burundi,BDI,2007,0.108111876,232202.0
9338,Belgium,BEL,2007,0.078959504,314751.0
9339,Benin,BEN,2007,0.295690372,901020.0
9340,Burkina Faso,BFA,2007,0.343810695,3320950.0
9341,Bangladesh,BGD,2007,0.054787461,11152085.0
9342,Bulgaria,BGR,2007,0.408861737,1533535.0
9343,"Bahamas, The",BHS,2007,0.020747687,100.0
9344,Bosnia and Herzegovina,BIH,2007,0.2716069,310427.0
9345,Belarus,BLR,2007,0.577243712,2440144.0
9346,Belize,BLZ,2007,0.234089442,23866.0
9347,Bolivia,BOL,2007,0.436368369,983097.0
9348,Brazil,BRA,2007,0.260542177,19543770.0
9349,Barbados,BRB,2007,0.046644971,105.0
9350,Brunei Darussalam,BRN,2007,0.008000704,1355.0
9351,Bhutan,BTN,2007,0.205001557,95467.0
9352,Botswana,BWA,2007,0.097042962,48987.0
9353,Central African Republic,CAF,2007,0.459742297,248704.0
9354,Canada,CAN,2007,1.182278891,16145100.0
9355,Central Europe and the Baltics,CEB,2007,0.354880853,22242114.0
9356,Switzerland,CHE,2007,0.053846338,157777.0
9357,Chile,CHL,2007,0.076345109,497056.0
9358,China,CHN,2007,0.092228769,86057434.0
9359,Cote d'Ivoire,CIV,2007,0.151268175,780280.0
9360,Cameroon,CMR,2007,0.318361447,1412908.0
9361,"Congo, Dem. Rep.",COD,2007,0.114620657,1976380.0
9362,"Congo, Rep.",COG,2007,0.126414977,27906.0
9363,Colombia,COL,2007,0.045681611,1118303.0
9364,Comoros,COM,2007,0.101305437,16144.0
9365,Cabo Verde,CPV,2007,0.10103838,27873.0
9366,Costa Rica,CRI,2007,0.045406806,56303.0
9367,Caribbean small states,CSS,2007,0.106153692,182340.0
9368,Cuba,CUB,2007,0.317568469,277892.0
9369,Cyprus,CYP,2007,0.103223817,39806.0
9370,Czech Republic,CZE,2007,0.310229475,1582788.0
9371,Germany,DEU,2007,0.144372478,6571690.0
9372,Djibouti,DJI,2007,0.001862299,6.0
9373,Dominica,DMA,2007,0.070624461,145.0
9374,Denmark,DNK,2007,0.422233119,1448300.0
9375,Dominican Republic,DOM,2007,0.087805187,178540.0
9376,Algeria,DZA,2007,0.218602899,2873873.0
9377,East Asia & Pacific (excluding high income),EAP,2007,0.099202402,143665202.0
9378,Early-demographic dividend,EAR,2007,0.15500313,243998123.0
9379,East Asia & Pacific,EAS,2007,0.102237082,165193955.0
9380,Europe & Central Asia (excluding high income),ECA,2007,0.610322814,97271882.0
9381,Europe & Central Asia,ECS,2007,0.385168309,149201029.0
9382,Ecuador,ECU,2007,0.083586576,867353.0
9383,"Egypt, Arab Rep.",EGY,2007,0.03277426,2911543.0
9384,Euro area,EMU,2007,0.195361627,32892507.0
9385,Eritrea,ERI,2007,0.223591209,492281.0
9386,Spain,ESP,2007,0.278286307,6237884.0
9387,Estonia,EST,2007,0.447011964,292271.0
9388,Ethiopia,ETH,2007,0.174008235,8502791.0
9389,European Union,EUU,2007,0.232986233,54862696.0
9390,Fragile and conflict affected situations,FCS,2007,0.227119682,78021382.0
9391,Finland,FIN,2007,0.426700601,1131500.0
9392,Fiji,FJI,2007,0.202108385,5733.0
9393,France,FRA,2007,0.285649449,9137030.0
9394,"Micronesia, Fed. Sts.",FSM,2007,0.02393673,140.0
9395,Gabon,GAB,2007,0.220703331,20454.0
9396,United Kingdom,GBR,2007,0.099229543,2883382.0
9397,Georgia,GEO,2007,0.119943277,198022.0
9398,Ghana,GHA,2007,0.187250048,1270218.0
9399,Guinea,GIN,2007,0.294174535,1718070.0
9400,"Gambia, The",GMB,2007,0.184773448,188102.0
9401,Guinea-Bissau,GNB,2007,0.198364204,136586.0
9402,Greece,GRC,2007,0.232339799,1173584.0
9403,Grenada,GRD,2007,0.01901448,320.0
9404,Guatemala,GTM,2007,0.116939824,723868.0
9405,Guam,GUM,2007,0.006295326,15.0
9406,Guyana,GUY,2007,0.562642921,110500.0
9407,High income,HIC,2007,0.297318689,153314566.0
9408,"Hong Kong SAR, China",HKG,2007,0.000578344,0.0
9409,Honduras,HND,2007,0.134468504,447161.0
9410,Heavily indebted poor countries (HIPC),HPC,2007,0.238605075,57608226.0
9411,Croatia,HRV,2007,0.197669862,556418.0
9412,Haiti,HTI,2007,0.110580605,541800.0
9413,Hungary,HUN,2007,0.456652791,2764254.0
9414,IBRD only,IBD,2007,0.180066569,414333985.0
9415,IDA & IBRD total,IBT,2007,0.183531257,541683780.0
9416,IDA total,IDA,2007,0.195607316,127349795.0
9417,IDA blend,IDB,2007,0.20712383,39911134.0
9418,Indonesia,IDN,2007,0.094674866,15777961.0
9419,IDA only,IDX,2007,0.189565702,87438661.0
9420,India,IND,2007,0.133553698,100833500.0
9421,Ireland,IRL,2007,0.105809533,279109.0
9422,"Iran, Islamic Rep.",IRN,2007,0.23647089,9810297.0
9423,Iraq,IRQ,2007,0.177347894,2966750.0
9424,Israel,ISR,2007,0.042589936,103000.0
9425,Italy,ITA,2007,0.122710599,3933244.0
9426,Jamaica,JAM,2007,0.045155224,1422.0
9427,Jordan,JOR,2007,0.022429016,50787.0
9428,Japan,JPN,2007,0.033796611,1983627.0
9429,Kazakhstan,KAZ,2007,1.849705816,15134650.0
9430,Kenya,KEN,2007,0.136929908,2038151.0
9431,Kyrgyz Republic,KGZ,2007,0.242958014,564107.0
9432,Cambodia,KHM,2007,0.270468765,2708000.0
9433,"Korea, Rep.",KOR,2007,0.032803629,1033147.0
9434,Kuwait,KWT,2007,0.004512733,2213.0
9435,Latin America & Caribbean (excluding high income),LAC,2007,0.264056161,48264063.0
9436,Lao PDR,LAO,2007,0.208580392,885573.0
9437,Lebanon,LBN,2007,0.028149828,70040.0
9438,Liberia,LBR,2007,0.115543121,160000.0
9439,Libya,LBY,2007,0.29289752,343131.0
9440,Latin America & Caribbean,LCN,2007,0.249012282,50476641.0
9441,Least developed countries: UN classification,LDC,2007,0.188358906,82117567.0
9442,Low income,LIC,2007,0.224182159,49576516.0
9443,Sri Lanka,LKA,2007,0.050398034,856543.0
9444,Lower middle income,LMC,2007,0.152246201,249715072.0
9445,Low & middle income,LMY,2007,0.183068879,532204342.0
9446,Lesotho,LSO,2007,0.163569252,166875.0
9447,Late-demographic dividend,LTE,2007,0.186392763,212575682.0
9448,Lithuania,LTU,2007,0.568069634,1003300.0
9449,Luxembourg,LUX,2007,0.127085187,28513.0
9450,Latvia,LVA,2007,0.539920239,521900.0
9451,Morocco,MAR,2007,0.258794937,4851300.0
9452,Moldova,MDA,2007,0.634085617,864724.0
9453,Madagascar,MDG,2007,0.154372445,1536102.0
9454,Maldives,MDV,2007,0.008950628,70.0
9455,Middle East & North Africa,MEA,2007,0.151195603,29949519.0
9456,Mexico,MEX,2007,0.215433651,10233546.0
9457,Middle income,MIC,2007,0.179546347,482627826.0
9458,North Macedonia,MKD,2007,0.210906561,178520.0
9459,Mali,MLI,2007,0.425449155,3528534.0
9460,Malta,MLT,2007,0.019669358,3350.0
9461,Myanmar,MMR,2007,0.213153663,8895562.0
9462,Middle East & North Africa (excluding high income),MNA,2007,0.161179637,29255053.0
9463,Montenegro,MNE,2007,0.282524863,1177.0
9464,Mongolia,MNG,2007,0.452999997,121777.0
9465,Mozambique,MOZ,2007,0.239926335,2474400.0
9466,Mauritania,MRT,2007,0.124901952,258435.0
9467,Mauritius,MUS,2007,0.065342078,108.0
9468,Malawi,MWI,2007,0.224857081,1394461.0
9469,Malaysia,MYS,2007,0.030957659,679848.0
9470,North America,NAC,2007,0.600458812,78064694.0
9471,Namibia,NAM,2007,0.398701032,241380.0
9472,New Caledonia,NCL,2007,0.028422153,1411.0
9473,Niger,NER,2007,1.016315247,9056379.0
9474,Nigeria,NGA,2007,0.252835912,19410000.0
9475,Nicaragua,NIC,2007,0.321999776,474174.0
9476,Netherlands,NLD,2007,0.064694156,212300.0
9477,Norway,NOR,2007,0.181051667,312311.0
9478,Nepal,NPL,2007,0.08490449,3314830.0
9479,New Zealand,NZL,2007,0.102040816,117089.0
9480,OECD members,OED,2007,0.297563576,174786723.0
9481,Oman,OMN,2007,0.010537558,6672.0
9482,Other small states,OSS,2007,0.168444426,1434315.0
9483,Pakistan,PAK,2007,0.179848285,13051400.0
9484,Panama,PAN,2007,0.156355368,147174.0
9485,Peru,PER,2007,0.141530827,1156981.0
9486,Philippines,PHL,2007,0.059168631,6921286.0
9487,Papua New Guinea,PNG,2007,0.036718791,3407.0
9488,Poland,POL,2007,0.310147595,8352860.0
9489,Pre-demographic dividend,PRE,2007,0.241213306,71126615.0
9490,Puerto Rico,PRI,2007,0.009754176,290.0
9491,"Korea, Dem. People's Rep.",PRK,2007,0.097154289,1332386.0
9492,Portugal,PRT,2007,0.108911498,312098.0
9493,Paraguay,PRY,2007,0.606825453,1098250.0
9494,West Bank and Gaza,PSE,2007,0.024896294,31645.0
9495,Pacific island small states,PSS,2007,0.112777212,8256.0
9496,Post-demographic dividend,PST,2007,0.338519236,158650971.0
9497,Qatar,QAT,2007,0.010669372,1204.0
9498,Romania,ROU,2007,0.415410021,4750134.0
9499,Russian Federation,RUS,2007,0.851328055,40309250.0
9500,Rwanda,RWA,2007,0.120218781,351042.0
9501,South Asia,SAS,2007,0.132137041,132324895.0
9502,Saudi Arabia,SAU,2007,0.13682971,577940.0
9503,Senegal,SEN,2007,0.243859072,1068876.0
9504,Solomon Islands,SLB,2007,0.032511537,933.0
9505,Sierra Leone,SLE,2007,0.214323363,508556.0
9506,El Salvador,SLV,2007,0.103180413,328871.0
9507,Somalia,SOM,2007,0.090251714,325163.0
9508,Serbia,SRB,2007,0.354504097,1936905.0
9509,Sub-Saharan Africa (excluding high income),SSA,2007,0.23344882,81423247.0
9510,Sub-Saharan Africa,SSF,2007,0.233424024,81423247.0
9511,Small states,SST,2007,0.152012025,1624911.0
9512,Sao Tome and Principe,STP,2007,0.042093363,1300.0
9513,Suriname,SUR,2007,0.089987695,42105.0
9514,Slovak Republic,SVK,2007,0.256204064,784432.0
9515,Slovenia,SVN,2007,0.086714282,100222.0
9516,Sweden,SWE,2007,0.288912704,981900.0
9517,Eswatini,SWZ,2007,0.170718678,48400.0
9518,Syrian Arab Republic,SYR,2007,0.238250265,3088482.0
9519,Chad,TCD,2007,0.360509228,2467216.0
9520,East Asia & Pacific (IDA & IBRD countries),TEA,2007,0.099229105,142332816.0
9521,Europe & Central Asia (IDA & IBRD countries),TEC,2007,0.579972199,106181160.0
9522,Togo,TGO,2007,0.390178976,782496.0
9523,Thailand,THA,2007,0.229669477,11865365.0
9524,Tajikistan,TJK,2007,0.105625821,371533.0
9525,Turkmenistan,TKM,2007,0.418878957,862900.0
9526,Latin America & the Caribbean (IDA & IBRD countries),TLA,2007,0.249627901,50198254.0
9527,Timor-Leste,TLS,2007,0.154382336,103400.0
9528,Middle East & North Africa (IDA & IBRD countries),TMN,2007,0.162705666,29223408.0
9529,South Asia (IDA & IBRD),TSA,2007,0.132137041,132324895.0
9530,Sub-Saharan Africa (IDA & IBRD countries),TSS,2007,0.233424024,81423247.0
9531,Trinidad and Tobago,TTO,2007,0.019106576,3682.0
9532,Tunisia,TUN,2007,0.265218037,1247966.0
9533,Turkey,TUR,2007,0.315872584,12136070.0
9534,Tanzania,TZA,2007,0.245812486,4485537.0
9535,Uganda,UGA,2007,0.211962592,1725000.0
9536,Ukraine,UKR,2007,0.697365078,13117187.0
9537,Upper middle income,UMC,2007,0.212161342,232912754.0
9538,Uruguay,URY,2007,0.443010031,596233.0
9539,United States,USA,2007,0.537062549,61919594.0
9540,Uzbekistan,UZB,2007,0.159632276,1528900.0
9541,St. Vincent and the Grenadines,VCT,2007,0.018430462,55.0
9542,"Venezuela, RB",VEN,2007,0.097586573,1115072.0
9543,Vietnam,VNM,2007,0.073865962,8304947.0
9544,Vanuatu,VUT,2007,0.091131119,1450.0
9545,World,WLD,2007,0.202146305,686633980.0
9546,"Yemen, Rep.",YEM,2007,0.06413716,1009233.0
9547,South Africa,ZAF,2007,0.25651588,3407418.0
9548,Zambia,ZMB,2007,0.235864185,682455.0
9549,Zimbabwe,ZWE,2007,0.326372888,2300936.0
9550,Africa Eastern and Southern,AFE,2008,0.187680819,36466169.0
9551,Afghanistan,AFG,2008,0.281145696,2714000.0
9552,Africa Western and Central,AFW,2008,0.292469327,49566229.0
9553,Angola,AGO,2008,0.156713544,1156211.0
9554,Albania,ALB,2008,0.206968107,149100.0
9555,Arab World,ARB,2008,0.124719565,17799504.0
9556,United Arab Emirates,ARE,2008,0.007278384,107.0
9557,Argentina,ARG,2008,0.879761979,10904474.0
9558,Armenia,ARM,2008,0.154903589,170141.0
9559,Antigua and Barbuda,ATG,2008,0.046841698,42.0
